budget,source_seed,support_seed,fold,support_rows,class_count_min,class_count_max,regularization_lambda,initial_support_cross_entropy,support_cross_entropy,proximal_penalty,initial_objective,final_objective,objective_reduction,gradient_inf_norm,optimizer_iterations,optimizer_function_evaluations,closure_evaluations,support_accuracy,support_macro_f1,support_worst_class_f1,weight_displacement_frobenius,bias_displacement_l2,anchor_head_sha256,adapted_head_sha256,optimizer_completed_finite
10,42,254959,0,10,1,2,100.0,2.855472522645265,1.1267056860526925,0.464685868106341,2.855472522645265,1.5913915541590336,1.2640809684862315,2.29834390907957e-07,43,51,51,0.8,0.6380952380952382,0.0,2.8907109151029133,0.0590692181931845,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,3f5f1c356b88fe5d346795d95b4198d42068eb5e1fa975259f71a79bfda8e053,True
20,42,254959,0,20,2,3,100.0,2.909217180920319,1.5210489126619176,0.4192727082990188,2.909217180920319,1.9403216209609364,0.9688955599593827,2.0337865565137406e-07,57,61,61,0.45,0.37857142857142856,0.0,2.745644206618909,0.06445085693280532,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,8a0798c80b97b5221fc0df13c7d98d091022731dcac76885fe265b9d3a45a384,True
21,42,254959,0,21,3,3,100.0,2.913552294401162,1.543999383639959,0.4049382696280452,2.913552294401162,1.9489376532680043,0.9646146411331575,1.967422950050271e-07,41,46,46,0.38095238095238093,0.3557823129251701,0.0,2.6982521664865833,0.06538131735435487,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,c0b2a58d26c602543ef06c94b847a058ca47aefb9eef2c58d577be715355fd03,True
35,42,254959,0,35,5,5,100.0,2.801587663420855,1.843767431229339,0.2589771604726467,2.801587663420855,2.1027445917019856,0.6988430717188696,1.6704810487482014e-07,44,48,48,0.22857142857142856,0.2176046176046176,0.0,2.157908721903968,0.049285543861226945,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,8954bb02d268fbd8291647cedbd516a6a20b7e919a3a96a855fb08a7fa82ce68,True
50,42,254959,0,50,7,8,100.0,2.8755262196288114,1.8932796980968507,0.2574056981941081,2.8755262196288114,2.150685396290959,0.7248408233378525,2.2705459928017147e-07,48,55,55,0.28,0.2743807779522065,0.0,2.15153177468275,0.040491147705393894,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,4d6dc458c5a883b1e1fe353f4155e186f927fcdeadbf66693d129cb21bff0297,True
100,42,254959,0,100,14,15,100.0,2.945223629086204,1.9456636710398483,0.26135837133663614,2.945223629086204,2.2070220423764844,0.7382015867097196,2.4900118697143703e-07,50,59,59,0.22,0.21106611429192074,0.0,2.1679772243348028,0.04137457083341802,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,6e0d1f827c2edcad1857dfb42c3a633ed6ccc50c0255dde2c0f751d540916e22,True
200,42,254959,0,200,28,29,100.0,2.9361206727334515,1.9493368062038976,0.26489186245627544,2.9361206727334515,2.214228668660173,0.7218920040732786,2.265834650426457e-07,41,47,47,0.235,0.2277016924935853,0.0,2.18256391593177,0.04265393839933126,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,ce4e000ee6631d02ed4effcc1aaae117d50298d834bb89ac790617dd2a0cedc7,True
500,42,254959,0,500,71,72,100.0,2.924653455826431,1.9473403443504533,0.25981663875777006,2.924653455826431,2.2071569831082236,0.7174964727182074,2.50769485490767e-07,40,46,46,0.262,0.25712992396284345,0.0,2.161563775031736,0.04175377495311017,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,38ba2ed6374bb1f8bf634d6ed701101c4251957083a2f067ed1fa786e9af54c1,True
7,42,280001,0,7,1,1,100.0,3.4724070919745675,1.0636760239764067,0.6963011726359005,3.4724070919745675,1.7599771966123072,1.7124298953622603,6.866218505621052e-07,57,63,63,1.0,1.0,1.0,3.53871203464472,0.06304943759044188,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,a62d20e4905d3f9b01c6e05074edc0e7d1d8ceac9ac8cac51ce824c65c83ea5d,True
10,42,280001,0,10,1,2,100.0,3.1841532704705062,1.238678922518154,0.5459734465293197,3.1841532704705062,1.7846523690474738,1.3995009014230324,3.214346463032824e-07,57,68,68,0.6,0.4238095238095238,0.0,3.133545766957414,0.05434362378174395,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,36c98a343912a75dcd9f8caa05d7365a8845c86714826b6e766c948ec19202d1,True
20,42,280001,0,20,2,3,100.0,3.364528308528024,1.854638992550635,0.4440261970531163,3.364528308528024,2.298665189603751,1.0658631189242729,1.229514302140966e-07,50,62,62,0.35,0.34761904761904766,0.0,2.826138391265712,0.03119420458372511,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,0b2adb087e6169dd087d01c5928a7d547f8bb34a01909e050de35a237d355b86,True
21,42,280001,0,21,3,3,100.0,3.4174965701953472,1.902941706080002,0.4386828749676258,3.4174965701953472,2.3416245810476277,1.0758719891477195,2.1384809114829983e-07,47,57,57,0.2857142857142857,0.30238095238095236,0.0,2.8090923433086497,0.030085335835040045,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,5971a4e2c5a92a529a915818e53daeda03bdfa3938c4f3ec817a608cb1588e3f,True
35,42,280001,0,35,5,5,100.0,2.979475556411241,1.968534672880003,0.2750019808459959,2.979475556411241,2.243536653725999,0.7359389026852421,2.03752396757146e-07,49,55,55,0.14285714285714285,0.13246753246753248,0.0,2.2239228532610342,0.038115327137093126,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,bfb48f85f94e5fc6a3fe2c45a562fb1b8378bede0625a5323d2df52280f28f19,True
50,42,280001,0,50,7,8,100.0,2.9829751136050913,1.9749560211591592,0.25750969952964203,2.9829751136050913,2.2324657206888014,0.7505093929162898,1.8157327709292844e-07,46,51,51,0.2,0.19642857142857142,0.13333333333333333,2.1518930132055427,0.0442261716117055,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,7c469d1b7ccfd62760033c1c1712368894e898aa2ee68319be5fa0e05f7facaa,True
100,42,280001,0,100,14,15,100.0,2.9894213902648534,1.9800752394795267,0.2629072299336322,2.9894213902648534,2.242982469413159,0.7464389208516944,4.363124994268691e-07,45,52,52,0.16,0.15229531931422918,0.0,2.1744105422633186,0.04049518737061212,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,511ba70bbc1eb6acc5bdad45554291f7792ce27c955a40847cb1989d84617418,True
200,42,280001,0,200,28,29,100.0,2.9422911788083144,1.953592038393939,0.26167726501725813,2.9422911788083144,2.215269303411197,0.7270218753971172,5.927736329628102e-07,54,59,59,0.24,0.23116690812516683,0.0,2.169346263830048,0.038868821272114565,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,ad740edfab9c87d0d60efe042bd8db041fc38e740c0c6099267d683fa92b2868,True
500,42,280001,0,500,71,72,100.0,2.9165386110731983,1.9465441849036427,0.2573829645395933,2.9165386110731983,2.2039271494432358,0.7126114616299626,2.1987403660554856e-07,46,55,55,0.256,0.24980202027532258,0.0,2.1514602496928843,0.039221499954907806,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,517919e1084f79b21325d592c1682a752f35a6c948e4863e9ecc930a9fd5cdb5,True
7,42,305093,0,7,1,1,100.0,3.6900458548478956,1.1736612163889129,0.6245822015108445,3.6900458548478956,1.7982434178997573,1.8918024369481383,2.513115820992548e-07,47,61,61,0.7142857142857143,0.619047619047619,0.0,3.35166015249279,0.05106884933212495,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,e5e9c25f724c7fdce55908864da8cf194b3409bcb54a3d99cb180271bd60f8cc,True
10,42,305093,0,10,1,2,100.0,3.649705222984094,1.3046315395214605,0.6193812079570601,3.649705222984094,1.9240127474785207,1.7256924755055731,4.264439212482707e-07,52,68,68,0.7,0.6857142857142857,0.0,3.3375036970145873,0.06113103599214332,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,372855237e390c1018c6c66ffdf7f3eae2a96d1d314465543def7abe455cc19b,True
20,42,305093,0,20,2,3,100.0,3.178302427321465,1.7865166333137328,0.4167904777441107,3.178302427321465,2.2033071110578435,0.9749953162636213,2.3998560752525044e-07,50,57,57,0.4,0.3557823129251701,0.0,2.737880421758536,0.04551363276924851,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,9f0883e84f3bbfd4fd3cf9d33a97e3af45a27719da3214cb79e62736189b02af,True
21,42,305093,0,21,3,3,100.0,3.0917269530792852,1.7907314836108155,0.3845014923293448,3.0917269530792852,2.17523297594016,0.9164939771391252,2.5511545149016837e-07,45,50,50,0.2857142857142857,0.27925170068027205,0.0,2.629687074301958,0.04390601614951,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,52145373ddba98061600649a7e8c2dc00bba932cfd716be93da36a39eb88d08e,True
35,42,305093,0,35,5,5,100.0,3.068008382427381,1.9654692526474937,0.2973513094223502,3.068008382427381,2.262820562069844,0.8051878203575371,2.1388177882052627e-07,43,48,48,0.14285714285714285,0.14444444444444443,0.0,2.3124684541740375,0.04289178194035259,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,b6b9d1c17b482a8bfca4ce2160ba9dbf0b7e6a48cda26ffc98078a56a1f6c98d,True
50,42,305093,0,50,7,8,100.0,3.06680091768554,1.9642021878296183,0.2970062761810661,3.06680091768554,2.2612084640106844,0.8055924536748558,3.570339002624632e-07,40,46,46,0.16,0.1519099947671376,0.0,2.311203424980979,0.03849203623576216,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,d05e46d07842a96cb41ec44a8ed678f492adda69da76d3bc290719dfec508bf1,True
100,42,305093,0,100,14,15,100.0,3.06341213584438,1.9892136453899747,0.29345315533255895,3.06341213584438,2.2826668007225335,0.7807453351218467,3.0724484085392634e-07,51,62,62,0.15,0.14157284922128066,0.0,2.2973341313147775,0.038446762268276875,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,0c65b779b7ebc88098bf21bd876b004ea1281cba2b97050090122fd97c1dec12,True
200,42,305093,0,200,28,29,100.0,2.934519647900219,1.9613002862928715,0.25738543500205746,2.934519647900219,2.218685721294929,0.7158339266052902,3.3728038075116207e-07,47,62,62,0.22,0.21481747358427666,0.0,2.151481963224351,0.038591937076342564,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,18a841bbb6f6fd67aa259a4a63efbfc92b7b815d8746a11182c06364afe4b5ec,True
500,42,305093,0,500,71,72,100.0,2.928026029957472,1.9599321830157195,0.2547001845872274,2.928026029957472,2.2146323676029467,0.7133936623545254,2.001361091609477e-07,42,50,50,0.242,0.23813937705396548,0.0,2.1402046595808777,0.039753437996227804,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,ddbd8b2e8b87f7eb6321f3c026efdbcd4da73d0011b9ead7ee463347c3013c14,True
7,42,330017,0,7,1,1,100.0,3.600501177609151,1.0781324618082129,0.6431608359986757,3.600501177609151,1.7212932978068887,1.8792078798022622,2.409964501050299e-07,50,57,57,0.8571428571428571,0.8095238095238095,0.0,3.401378539915603,0.032976776946418505,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,92fdb7ae3f8b820b8d78e9b4f4647febd4ab0f191cb21d3d3a4d995fca918a4f,True
10,42,330017,0,10,1,2,100.0,3.5900261432859457,1.1477886018774714,0.547630223872403,3.5900261432859457,1.6954188257498743,1.8946073175360714,2.647340354398897e-07,49,54,54,0.8,0.7333333333333334,0.0,3.1385946049712987,0.033039871512911434,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,23c1b4b8162bcf4f8a90ecdd9f5832b7eaf938bad6a3e15eafd9de0f3edad821,True
20,42,330017,0,20,2,3,100.0,2.922434795425678,1.422399066268621,0.3926857999638037,2.922434795425678,1.8150848662324246,1.1073499291932536,2.1365910361954843e-07,46,55,55,0.45,0.38775510204081637,0.0,2.657356417776636,0.05361352674607203,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,200ee5f2d6c5b51875393213ee34e094062bc4629c713198675290992181c979,True
21,42,330017,0,21,3,3,100.0,2.8689885047886983,1.4145124212863402,0.4133181806435867,2.8689885047886983,1.8278306019299269,1.0411579028587714,2.249758503823293e-07,42,47,47,0.42857142857142855,0.37755102040816324,0.0,2.7263004738943333,0.053663729106901405,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,5e78c16763028c6677a01922ae89b32dfc9f17e6a2fa6d0731618014afdf70a6,True
35,42,330017,0,35,5,5,100.0,3.100198322147761,1.90883732617176,0.3329325605369271,3.100198322147761,2.241769886708687,0.8584284354390741,7.66604911998231e-08,48,60,60,0.22857142857142856,0.2133644133644134,0.0,2.4470028621104762,0.04041975856506101,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,948f5f6fb5ac5f951ecd77db734b33cc710b596af2ed4c2daff2d5fef40d2b70,True
50,42,330017,0,50,7,8,100.0,3.0329105019031943,1.9155208794091514,0.30150418187492706,3.0329105019031943,2.2170250612840783,0.815885440619116,1.8353044944040275e-07,47,55,55,0.18,0.15890775890775893,0.0,2.328693344035638,0.035320551723522955,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,a624d8efb6c06643797994ad40a60947d4bdb5df086bc642c8e26c66edbe7ba9,True
100,42,330017,0,100,14,15,100.0,2.942342888078772,1.928941189917136,0.2634139052617843,2.942342888078772,2.1923550951789204,0.7499877928998515,2.4370131780290794e-07,42,49,49,0.24,0.22685270394629997,0.0,2.1764662411610747,0.04255416249534498,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,1fbbed68c13a1c37ec9cdcfeea991d0434ed9148b081261f001f579c5921e291,True
200,42,330017,0,200,28,29,100.0,2.9435766022798298,1.9427009411932736,0.2652944992295816,2.9435766022798298,2.207995440422855,0.7355811618569748,3.261362451940919e-07,45,56,56,0.255,0.24880153544957603,0.0,2.184262668252099,0.040554127045155174,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,aa5cd15bee3fb5b9ff8c9829c615f2c4edf0766e8635409676d6f68e64558815,True
500,42,330017,0,500,71,72,100.0,2.9541496858454543,1.9599646655613434,0.2627206749280796,2.9541496858454543,2.222685340489423,0.7314643453560312,1.5291547935617628e-07,42,51,51,0.248,0.24135466655467727,0.0,2.1736300550643732,0.040955166670467016,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,cb64ca07ab4b5a650734b065f9ffa643a145e95eb1a92ba24e1a2d038be66db6,True
7,42,355031,0,7,1,1,100.0,3.5826290030044987,1.066615439259054,0.6400754437860073,3.5826290030044987,1.7066908830450616,1.8759381199594372,1.5654702891464145e-07,44,53,53,0.8571428571428571,0.8095238095238095,0.0,3.39321165339463,0.03274002103177991,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,11e2b15a336fc2d0fdb020456fb3512288e7d76fce3bda5a1ee57bd049a173b7,True
10,42,355031,0,10,1,2,100.0,3.1750877752108893,1.1204986846322753,0.545400487946171,3.1750877752108893,1.6658991725784462,1.509188602632443,1.8132366601600336e-07,54,62,62,0.7,0.49523809523809526,0.0,3.131810535987997,0.05930889331452047,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,5edeb577c1d0c2edd1c1cbad152047a386df72570e4e24de9a9406b2605caed8,True
20,42,355031,0,20,2,3,100.0,2.7954346253794693,1.5118615642665298,0.37118464727110356,2.7954346253794693,1.8830462115376334,0.9123884138418359,3.984967129992689e-07,51,61,61,0.25,0.2193877551020408,0.0,2.5837494078157848,0.04302094860338568,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,f7800b5eebc642f8dc4d8014cee743a0e9510672399e4e3db7c372778339a01c,True
21,42,355031,0,21,3,3,100.0,2.7110308488533303,1.524465441673445,0.3602182558340755,2.7110308488533303,1.8846836975075205,0.8263471513458098,5.065653482724808e-07,60,73,73,0.2857142857142857,0.25510204081632654,0.0,2.5452681187807076,0.044007112760746314,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,f46fcd40d763430afecc17f947c77fc8341fd27ad6404e9c7382afed3572b629,True
35,42,355031,0,35,5,5,100.0,2.8265638297338467,1.841846317736004,0.26840334794289217,2.8265638297338467,2.110249665678896,0.7163141640549506,3.370641133183805e-07,47,66,66,0.2857142857142857,0.2702630702630703,0.0,2.1970038352001553,0.04183751436738424,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,dde1d3f55134ec66fb20cdfcab58098c00b2d54dabe0b73fe3c508e1f29ceee3,True
50,42,355031,0,50,7,8,100.0,2.969058674997308,1.9355978948911057,0.27701297931309643,2.969058674997308,2.212610874204202,0.7564478007931057,1.1035078237211365e-07,48,56,56,0.2,0.18423369347739094,0.0,2.2321143203720646,0.03360295571167767,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,259d794f43ea934da51e3c36229de225fe70ebd5ff4806a758d2fd1cce936e11,True
100,42,355031,0,100,14,15,100.0,2.9003646576975286,1.9081894149365877,0.2664171522621931,2.9003646576975286,2.1746065671987806,0.725758090498748,2.0092891310843908e-07,49,57,57,0.28,0.2674166992410419,0.0,2.1888787789594226,0.0406725978757213,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,2a0314b586a6b40a8bd866a78101e0c487293afa7c860433b7c6d0f054726368,True
200,42,355031,0,200,28,29,100.0,2.9373199513142243,1.9598132505324306,0.2592906797081946,2.9373199513142243,2.219103930240625,0.7182160210735993,2.323346283347738e-07,45,51,51,0.255,0.25082958024846647,0.0,2.159400155894262,0.04037690768563298,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,84780298e8ee9e98590135ea891178b9c6ab79c7ed8f55decb9f690a09f3e5cd,True
500,42,355031,0,500,71,72,100.0,2.943863240406956,1.9643969899076423,0.2609171985345348,2.943863240406956,2.225314188442177,0.718549051964779,3.855769607507588e-07,41,47,47,0.26,0.2555960556119283,0.0,2.166144773133099,0.04143939507806847,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,8ead2f2d33b8d339801c2579f6ec9a98760a393ee62548feffd2ad6321ce811d,True
7,42,380041,0,7,1,1,100.0,3.2902566220267535,1.0327165369938966,0.6041466862196864,3.2902566220267535,1.6368632232135831,1.6533933988131704,1.425731416555137e-07,53,72,72,1.0,1.0,1.0,3.2964041112105966,0.04815413467226603,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,96be565eed6d68dab8984e91b9a7a1363d67e035f9158fa9d918e121f03aaf4a,True
10,42,380041,0,10,1,2,100.0,3.3263238979860352,1.0855179426276893,0.6036056477287615,3.3263238979860352,1.6891235903564508,1.6372003076295845,1.914390421998112e-07,51,59,59,0.8,0.8333333333333333,0.5,3.2948150648523664,0.05531085844850041,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,9591efda211494ed2e3a679ebc8f71cb3e9f9ecc56bc372def027315892c1050,True
20,42,380041,0,20,2,3,100.0,3.2810383292559493,1.6421697111387346,0.47620039251254054,3.2810383292559493,2.118370103651275,1.162668225604674,2.863013943907311e-07,49,59,59,0.4,0.37755102040816324,0.0,2.9267012433230355,0.03556534313067021,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,d31f83b8e2a34efd57a76436456fbb6d64b276cabefb60b1427c90717da7e51c,True
21,42,380041,0,21,3,3,100.0,3.158044798471088,1.6729712746506469,0.4367533315578703,3.158044798471088,2.109724606208517,1.0483201922625711,1.3356460126182773e-07,47,54,54,0.3333333333333333,0.2879818594104308,0.0,2.80285579889383,0.034522533703633285,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,0ada93e4bfd52c4ec3fa7c94ad53d534733bc88de7c9645649d892c09eba3044,True
35,42,380041,0,35,5,5,100.0,3.02805207212959,1.9717882868368204,0.30743940282441523,3.02805207212959,2.279227689661236,0.7488243824683543,3.705470176132517e-07,46,53,53,0.17142857142857143,0.16421356421356423,0.0,2.351422548088346,0.0405814878108206,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,cd3e058cbc8161d584e37cf391e955b9be3ef14c256f24196db0c84f32ad6cfa,True
50,42,380041,0,50,7,8,100.0,3.0057760955729758,1.941100034659837,0.2810473399762313,3.0057760955729758,2.2221473746360685,0.7836287209369073,3.8160577713356944e-07,44,49,49,0.18,0.1767523203613429,0.0,2.2482600137589617,0.036994009041393605,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,9b0c7be60c98cd98863e1b5d34c12863ea310a9471e2a155009a3a636b4815d4,True
100,42,380041,0,100,14,15,100.0,3.015067174002652,1.957088950469874,0.28520670269895165,3.015067174002652,2.2422956531688256,0.7727715208338264,1.4934794027518516e-07,45,52,52,0.18,0.17409128228093745,0.0,2.264808178104609,0.038890846540294476,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,f69f0bfe1a190b0b1217a771ddd9f2cf05d91e4ea4f2bdbdcc4be915604e4db6,True
200,42,380041,0,200,28,29,100.0,2.9768798341107394,1.969328866123873,0.26722583618999435,2.9768798341107394,2.2365547023138674,0.740325131796872,3.0736919178853215e-07,49,55,55,0.19,0.18973944964095302,0.0,2.1921692025259834,0.04227269277665358,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,df6f642559c0c5b81df43754e7f1e6a6684865d421a546445dcd4c9fcb8b53ef,True
500,42,380041,0,500,71,72,100.0,2.9442837518701404,1.9601496407010368,0.2605503174179721,2.9442837518701404,2.2206999581190088,0.7235837937511316,3.1738810431008666e-07,43,57,57,0.224,0.21857894322115004,0.0,2.164624031641054,0.04126756585195592,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,66d88277fca3e1967326c322a32b34d97c4fd61bb5c54f06bf02f592c4bdb017,True
7,42,405019,0,7,1,1,100.0,3.6134690112973074,1.0854646447402014,0.7616399189621862,3.6134690112973074,1.8471045637023877,1.7663644475949196,1.5469178810123552e-07,47,51,51,1.0,1.0,1.0,3.7010526289371874,0.06412160296552362,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,51d4ba07bc825b86fd33fc05aa68efe98c97360f2df573eb0cd5aad8854749bc,True
10,42,405019,0,10,1,2,100.0,3.504219109919897,1.3252353994032404,0.682129219467307,3.504219109919897,2.0073646188705476,1.4968544910493495,2.4822057586616764e-07,63,87,87,0.6,0.4238095238095238,0.0,3.502849010343078,0.03941407052526997,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,fabb4986068ac6d26eec828b197f56051ecb2a99fadc18e46b17f80c7d1aa95b,True
20,42,405019,0,20,2,3,100.0,3.2990281512888004,1.781079172840999,0.4581600957322525,3.2990281512888004,2.2392392685732516,1.0597888827155488,1.5442358637537913e-07,49,64,64,0.3,0.24829931972789113,0.0,2.8705397113784614,0.0479779910217633,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,6f11f01435bb8d583dbf64d04659424d33e0e250ea8bbcd7c1e43b5894cf8264,True
21,42,405019,0,21,3,3,100.0,3.260413605859707,1.79679373428994,0.44276853466512694,3.260413605859707,2.239562268955067,1.0208513369046401,2.0797575989855988e-07,55,65,65,0.23809523809523808,0.19954648526077096,0.0,2.82193736890085,0.04555682853957505,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,063623e6717ed0c78e72d70695fd10c13cde32263668483478610feafe370354,True
35,42,405019,0,35,5,5,100.0,2.862542496612615,1.8444059457129092,0.28406929717937673,2.862542496612615,2.1284752428922857,0.7340672537203292,3.24790118121272e-07,41,46,46,0.2857142857142857,0.26708846708846706,0.0,2.26022667406516,0.04221419312660899,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,7a6d7f348e467534c6ebf0a9683d1eff3d48873d0c56538be89ceb34adee79e7,True
50,42,405019,0,50,7,8,100.0,3.1169669683484846,1.9744442682263517,0.3152168925233735,3.1169669683484846,2.2896611607497253,0.8273058075987594,2.0715032067464278e-07,56,62,62,0.2,0.19080478345184226,0.0,2.3810695655599616,0.03549113212599379,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,dba1af4199b13af6452c67a2f0ee380ca274c5627642741e9ab7f449c0e3baa5,True
100,42,405019,0,100,14,15,100.0,3.0402049969753704,1.9834325096832703,0.29079800241200726,3.0402049969753704,2.2742305120952775,0.7659744848800929,2.175696909930032e-07,42,46,46,0.21,0.2021938775510204,0.0,2.286970495162868,0.034957368987346416,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,9251a1afdf2cc7bd7fdd6dd7a82e5f7b3ca9c34bcbadf33c542f5ca344c13f36,True
200,42,405019,0,200,28,29,100.0,2.930394880691751,1.9489268355244862,0.26400320095889923,2.930394880691751,2.2129300364833853,0.7174648442083655,4.208122634519196e-07,46,55,55,0.235,0.226703924712137,0.0,2.1788962294086582,0.04276454979685743,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,7f15e891a5fed9ba2e0a6ca0dd692ea306f8e1d99a09dbbab4ef59eb06119298,True
500,42,405019,0,500,71,72,100.0,2.921323021096166,1.95134922433216,0.2573444899683657,2.921323021096166,2.2086937143005256,0.7126293067956402,3.7126551423417517e-07,47,53,53,0.266,0.25913921315723615,0.0,2.1512511776084144,0.041782117817379075,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,a88f0dfb44aae96d0c792bb784722fdacd99bd2df8fbd85698b77c8bf67f5284,True
7,42,430007,0,7,1,1,100.0,3.288712605642872,1.0323425359990936,0.6042588628325659,3.288712605642872,1.6366013988316594,1.6521112068112127,2.491248188574158e-07,45,51,51,1.0,1.0,1.0,3.2967108826406792,0.04810715784970742,a338f249b8447412c022bd15c7755a1fd821f875683f31dcfde2df2cd1ea8def,f39bf3c2e4cb194706a9ac17f61d5f90e0c7d0ff013b2feb1959cca00c8530b4,True
